cidade,codigo_cidade,data,semana_epidem,populacao,populacao_2019,is_last,is_repeated,casos_confirmados,casos_por_100k_habitantes,data_atualizacao,taxa_mortalidade,obitos,estado,casos_novos,obitos_novos
Santo André,3547809.0,2021-01-24,202104,721368.0,718773.0,False,False,31446,4359.21749,2021-01-24,0.0312,981,SP,75,14
Santo André,3547809.0,2021-01-25,202104,721368.0,718773.0,False,False,31487,4364.901129999999,2021-01-25,0.0312,981,SP,41,0
Santo André,3547809.0,2021-01-26,202104,721368.0,718773.0,False,False,31582,4378.07055,2021-01-26,0.0311,983,SP,95,2
Santo André,3547809.0,2021-01-27,202104,721368.0,718773.0,False,False,31753,4401.77552,2021-01-27,0.0311,986,SP,171,3
Santo André,3547809.0,2021-01-28,202104,721368.0,718773.0,False,False,31915,4424.23285,2021-01-28,0.0312,995,SP,162,9
Santo André,3547809.0,2021-01-29,202104,721368.0,718773.0,False,False,32043,4441.97691,2021-01-29,0.0312,999,SP,128,4
Santo André,3547809.0,2021-01-30,202104,721368.0,718773.0,False,False,32262,4472.3359,2021-01-30,0.0313,1010,SP,219,11
Santo André,3547809.0,2021-01-31,202105,721368.0,718773.0,False,False,32312,4479.26717,2021-01-31,0.0313,1010,SP,50,0
Santo André,3547809.0,2021-02-01,202105,721368.0,718773.0,False,False,32340,4483.148679999999,2021-02-01,0.0312,1010,SP,28,0
Santo André,3547809.0,2021-02-02,202105,721368.0,718773.0,False,False,32496,4504.77426,2021-02-02,0.0312,1014,SP,156,4
Santo André,3547809.0,2021-02-03,202105,721368.0,718773.0,False,False,32643,4525.15221,2021-02-03,0.0311,1015,SP,147,1
Santo André,3547809.0,2021-02-04,202105,721368.0,718773.0,False,False,32794,4546.08466,2021-02-04,0.0316,1037,SP,151,22
Santo André,3547809.0,2021-02-05,202105,721368.0,718773.0,False,False,32929,4564.7991,2021-02-05,0.0323,1065,SP,135,28
Santo André,3547809.0,2021-02-06,202105,721368.0,718773.0,False,False,33019,4577.2754,2021-02-06,0.0326,1076,SP,90,11
Santo André,3547809.0,2021-02-07,202106,721368.0,718773.0,False,False,33121,4591.4152,2021-02-07,0.0325,1076,SP,102,0
Santo André,3547809.0,2021-02-08,202106,721368.0,718773.0,False,False,33167,4597.79197,2021-02-08,0.0324,1076,SP,46,0
Santo André,3547809.0,2021-02-09,202106,721368.0,718773.0,False,False,33368,4625.6557,2021-02-09,0.0326,1087,SP,201,11
Santo André,3547809.0,2021-02-10,202106,721368.0,718773.0,False,False,33522,4647.00403,2021-02-10,0.0325,1089,SP,154,2
Santo André,3547809.0,2021-02-11,202106,721368.0,718773.0,False,False,33712,4673.34287,2021-02-11,0.0324,1091,SP,190,2
Santo André,3547809.0,2021-02-12,202106,721368.0,718773.0,False,False,33877,4696.21608,2021-02-12,0.0323,1095,SP,165,4
Santo André,3547809.0,2021-02-13,202106,721368.0,718773.0,False,False,33970,4709.10825,2021-02-13,0.0325,1104,SP,93,9
Santo André,3547809.0,2021-02-14,202107,721368.0,718773.0,False,False,34004,4713.82152,2021-02-14,0.0329,1120,SP,34,16
Santo André,3547809.0,2021-02-15,202107,721368.0,718773.0,False,False,34032,4717.70303,2021-02-15,0.0329,1120,SP,28,0
Santo André,3547809.0,2021-02-16,202107,721368.0,718773.0,False,False,34179,4738.08098,2021-02-16,0.0333,1138,SP,147,18
Santo André,3547809.0,2021-02-17,202107,721368.0,718773.0,False,False,34332,4759.29068,2021-02-17,0.0338,1162,SP,153,24
Santo André,3547809.0,2021-02-18,202107,721368.0,718773.0,False,False,34466,4777.8665,2021-02-18,0.0341,1174,SP,134,12
Santo André,3547809.0,2021-02-19,202107,721368.0,718773.0,False,False,34631,4800.73971,2021-02-19,0.034,1176,SP,165,2
Santo André,3547809.0,2021-02-20,202107,721368.0,718773.0,False,False,34783,4821.81078,2021-02-20,0.0339,1180,SP,152,4
Santo André,3547809.0,2021-02-21,202108,721368.0,718773.0,False,False,34829,4828.18755,2021-02-21,0.0339,1180,SP,46,0
Santo André,3547809.0,2021-02-22,202108,721368.0,718773.0,False,False,34897,4837.61409,2021-02-22,0.0338,1180,SP,68,0
Santo André,3547809.0,2021-02-23,202108,721368.0,718773.0,False,False,35045,4858.13066,2021-02-23,0.0338,1183,SP,148,3
Santo André,3547809.0,2021-02-24,202108,721368.0,718773.0,False,False,35211,4881.1425,2021-02-24,0.0338,1189,SP,166,6
Santo André,3547809.0,2021-02-25,202108,721368.0,718773.0,False,False,35364,4902.3522,2021-02-25,0.034,1201,SP,153,12
Santo André,3547809.0,2021-02-26,202108,721368.0,718773.0,False,False,35566,4930.35455,2021-02-26,0.0338,1203,SP,202,2
Santo André,3547809.0,2021-02-27,202108,721368.0,718773.0,False,False,35713,4950.7325,2021-02-27,0.0338,1206,SP,147,3
Santo André,3547809.0,2021-02-28,202109,721368.0,718773.0,False,False,35802,4963.07017,2021-02-28,0.0337,1206,SP,89,0
Santo André,3547809.0,2021-03-01,202109,721368.0,718773.0,False,False,35869,4972.35808,2021-03-01,0.0336,1206,SP,67,0
Santo André,3547809.0,2021-03-02,202109,721368.0,718773.0,False,False,36095,5003.68744,2021-03-02,0.0341,1232,SP,226,26
Santo André,3547809.0,2021-03-03,202109,721368.0,718773.0,False,False,36333,5036.68031,2021-03-03,0.0345,1254,SP,238,22
Santo André,3547809.0,2021-03-04,202109,721368.0,718773.0,False,False,36445,5052.20636,2021-03-04,0.035,1276,SP,112,22
Santo André,3547809.0,2021-03-05,202109,721368.0,718773.0,False,False,36598,5073.41607,2021-03-05,0.0355,1300,SP,153,24
Santo André,3547809.0,2021-03-06,202109,721368.0,718773.0,False,False,36862,5110.0132,2021-03-06,0.0359,1325,SP,264,25
Santo André,3547809.0,2021-03-07,202110,721368.0,718773.0,False,False,37039,5134.54991,2021-03-07,0.0358,1325,SP,177,0
Santo André,3547809.0,2021-03-08,202110,721368.0,718773.0,False,False,37125,5146.4717,2021-03-08,0.0357,1327,SP,86,2
Santo André,3547809.0,2021-03-09,202110,721368.0,718773.0,False,False,37452,5191.80224,2021-03-09,0.036,1349,SP,327,22
Santo André,3547809.0,2021-03-10,202110,721368.0,718773.0,False,False,37677,5222.99298,2021-03-10,0.0363,1369,SP,225,20
Santo André,3547809.0,2021-03-11,202110,721368.0,718773.0,False,False,37894,5253.07471,2021-03-11,0.0367,1392,SP,217,23
Santo André,3547809.0,2021-03-12,202110,721368.0,718773.0,False,False,38184,5293.27611,2021-03-12,0.0371,1417,SP,290,25
Santo André,3547809.0,2021-03-13,202110,721368.0,718773.0,False,False,38472,5333.20025,2021-03-13,0.0372,1432,SP,288,15
Santo André,3547809.0,2021-03-14,202111,721368.0,718773.0,False,False,38625,5354.40995,2021-03-14,0.0371,1432,SP,153,0
Santo André,3547809.0,2021-03-15,202111,721368.0,718773.0,False,False,38740,5370.35189,2021-03-15,0.037,1432,SP,115,0
Santo André,3547809.0,2021-03-16,202111,721368.0,718773.0,False,False,39155,5427.88147,2021-03-16,0.0375,1470,SP,415,38
Santo André,3547809.0,2021-03-17,202111,721368.0,718773.0,False,False,39528,5479.58878,2021-03-17,0.0379,1497,SP,373,27
Santo André,3547809.0,2021-03-18,202111,721368.0,718773.0,False,False,39764,5512.3044,2021-03-18,0.0382,1517,SP,236,20
Santo André,3547809.0,2021-03-19,202111,721368.0,718773.0,False,False,40158,5566.92285,2021-03-19,0.0384,1542,SP,394,25
Santo André,3547809.0,2021-03-20,202111,721368.0,718773.0,False,False,40419,5603.1041,2021-03-20,0.0384,1553,SP,261,11
Santo André,3547809.0,2021-03-21,202112,721368.0,718773.0,False,False,40544,5620.43229,2021-03-21,0.0383,1554,SP,125,1
Santo André,3547809.0,2021-03-22,202112,721368.0,718773.0,False,False,40621,5631.10645,2021-03-22,0.0383,1554,SP,77,0
Santo André,3547809.0,2021-03-23,202112,721368.0,718773.0,False,False,41034,5688.35878,2021-03-23,0.0385,1581,SP,413,27
Santo André,3547809.0,2021-03-24,202112,721368.0,718773.0,False,False,41412,5740.75922,2021-03-24,0.0382,1582,SP,378,1
Santo André,3547809.0,2021-03-25,202112,721368.0,718773.0,False,False,41732,5785.11938,2021-03-25,0.0382,1593,SP,320,11
Santo André,3547809.0,2021-03-26,202112,721368.0,718773.0,False,False,42135,5840.98546,2021-03-26,0.0384,1619,SP,403,26
Santo André,3547809.0,2021-03-27,202112,721368.0,718773.0,False,False,42434,5882.43449,2021-03-27,0.0386,1637,SP,299,18
Santo André,3547809.0,2021-03-28,202113,721368.0,718773.0,False,False,42568,5901.0103,2021-03-28,0.0385,1638,SP,134,1
Santo André,3547809.0,2021-03-29,202113,721368.0,718773.0,False,False,42650,5912.37759,2021-03-29,0.0385,1640,SP,82,2
Santo André,3547809.0,2021-03-30,202113,721368.0,718773.0,False,False,42996,5960.34202,2021-03-30,0.0387,1666,SP,346,26
Santo André,3547809.0,2021-03-31,202113,721368.0,718773.0,False,False,43282,5999.98891,2021-03-31,0.0389,1685,SP,286,19
Santo André,3547809.0,2021-04-01,202113,721368.0,718773.0,False,False,43618,6046.56708,2021-04-01,0.0391,1707,SP,336,22
Santo André,3547809.0,2021-04-02,202113,721368.0,718773.0,False,False,43829,6075.81706,2021-04-02,0.039,1711,SP,211,4
Santo André,3547809.0,2021-04-03,202113,721368.0,718773.0,False,False,43988,6097.85851,2021-04-03,0.0389,1711,SP,159,0
Santo André,3547809.0,2021-04-04,202114,721368.0,718773.0,False,False,44101,6113.52319,2021-04-04,0.0388,1711,SP,113,0
Santo André,3547809.0,2021-04-05,202114,721368.0,718773.0,False,False,44154,6120.87035,2021-04-05,0.0388,1712,SP,53,1
Santo André,3547809.0,2021-04-06,202114,721368.0,718773.0,False,False,44391,6153.72459,2021-04-06,0.0389,1728,SP,237,16
Santo André,3547809.0,2021-04-07,202114,721368.0,718773.0,False,False,44546,6175.21154,2021-04-07,0.039,1739,SP,155,11
Santo André,3547809.0,2021-04-08,202114,721368.0,718773.0,False,False,44851,6217.49232,2021-04-08,0.0392,1756,SP,305,17
Santo André,3547809.0,2021-04-09,202114,721368.0,718773.0,False,False,44972,6234.26601,2021-04-09,0.0391,1760,SP,121,4
Santo André,3547809.0,2021-04-10,202114,721368.0,718773.0,False,False,45188,6264.20911,2021-04-10,0.0392,1771,SP,216,11
Santo André,3547809.0,2021-04-11,202115,721368.0,718773.0,False,False,45264,6274.74465,2021-04-11,0.0393,1777,SP,76,6
Santo André,3547809.0,2021-04-12,202115,721368.0,718773.0,False,False,45303,6280.15105,2021-04-12,0.0392,1778,SP,39,1
Santo André,3547809.0,2021-04-13,202115,721368.0,718773.0,False,False,45685,6333.10599,2021-04-13,0.0397,1815,SP,382,37
Santo André,3547809.0,2021-04-14,202115,721368.0,718773.0,False,False,46049,6383.56567,2021-04-14,0.04,1843,SP,364,28
Santo André,3547809.0,2021-04-15,202115,721368.0,718773.0,False,False,46278,6415.31091,2021-04-15,0.0404,1868,SP,229,25
Santo André,3547809.0,2021-04-16,202115,721368.0,718773.0,False,False,46509,6447.3334,2021-04-16,0.0404,1877,SP,231,9
Santo André,3547809.0,2021-04-17,202115,721368.0,718773.0,False,False,46900,6501.53597,2021-04-17,0.0406,1902,SP,391,25
Santo André,3547809.0,2021-04-18,202116,721368.0,718773.0,False,False,46954,6509.02175,2021-04-18,0.0405,1902,SP,54,0
Santo André,3547809.0,2021-04-19,202116,721368.0,718773.0,False,False,46999,6515.2599,2021-04-19,0.0405,1902,SP,45,0
Santo André,3547809.0,2021-04-20,202116,721368.0,718773.0,False,False,47281,6554.35229,2021-04-20,0.0407,1923,SP,282,21
Santo André,3547809.0,2021-04-21,202116,721368.0,718773.0,False,False,47708,6613.545370000001,2021-04-21,0.0408,1948,SP,427,25
Santo André,3547809.0,2021-04-22,202116,721368.0,718773.0,False,False,47793,6625.3285399999995,2021-04-22,0.0408,1948,SP,85,0
Santo André,3547809.0,2021-04-23,202116,721368.0,718773.0,False,False,47982,6651.52876,2021-04-23,0.0408,1957,SP,189,9
Santo André,3547809.0,2021-04-24,202116,721368.0,718773.0,False,True,47982,6651.52876,2021-04-23,0.0408,1957,SP,0,0
Santo André,3547809.0,2021-04-25,202117,721368.0,718773.0,False,False,48270,6691.45291,2021-04-25,0.041,1981,SP,288,24
Santo André,3547809.0,2021-04-26,202117,721368.0,718773.0,False,False,48312,6697.27518,2021-04-26,0.041,1983,SP,42,2
Santo André,3547809.0,2021-04-27,202117,721368.0,718773.0,False,False,48482,6720.841509999999,2021-04-27,0.0413,2003,SP,170,20
Santo André,3547809.0,2021-04-28,202117,721368.0,718773.0,False,False,48758,6759.10215,2021-04-28,0.0417,2033,SP,276,30
Santo André,3547809.0,2021-04-29,202117,721368.0,718773.0,False,False,48938,6784.0547400000005,2021-04-29,0.042,2054,SP,180,21
Santo André,3547809.0,2021-04-30,202117,721368.0,718773.0,False,False,49130,6810.670840000001,2021-04-30,0.042,2064,SP,192,10
Santo André,3547809.0,2021-05-01,202117,721368.0,718773.0,False,True,49130,6810.670840000001,2021-04-30,0.042,2064,SP,0,0
Santo André,3547809.0,2021-05-02,202118,721368.0,718773.0,False,False,49401,6848.23835,2021-05-02,0.0424,2094,SP,271,30
Santo André,3547809.0,2021-05-03,202118,721368.0,718773.0,False,False,49431,6852.397109999999,2021-05-03,0.0424,2094,SP,30,0
Santo André,3547809.0,2021-05-04,202118,721368.0,718773.0,False,False,49590,6874.43857,2021-05-04,0.0426,2114,SP,159,20
Santo André,3547809.0,2021-05-05,202118,721368.0,718773.0,False,False,49730,6893.846140000001,2021-05-05,0.0429,2133,SP,140,19
Santo André,3547809.0,2021-05-06,202118,721368.0,718773.0,False,False,49843,6909.51082,2021-05-06,0.0429,2136,SP,113,3
Santo André,3547809.0,2021-05-07,202118,721368.0,718773.0,False,False,50025,6934.7406599999995,2021-05-07,0.043,2149,SP,182,13
Santo André,3547809.0,2021-05-08,202118,721368.0,718773.0,False,False,50218,6961.495379999999,2021-05-08,0.0431,2162,SP,193,13
Santo André,3547809.0,2021-05-09,202119,721368.0,718773.0,False,False,50293,6971.892290000001,2021-05-09,0.043,2162,SP,75,0
Santo André,3547809.0,2021-05-10,202119,721368.0,718773.0,False,False,50341,6978.54632,2021-05-10,0.0429,2162,SP,48,0
Santo André,3547809.0,2021-05-11,202119,721368.0,718773.0,False,False,50540,7006.132790000001,2021-05-11,0.0431,2176,SP,199,14
Santo André,3547809.0,2021-05-12,202119,721368.0,718773.0,False,False,50718,7030.808129999999,2021-05-12,0.0434,2201,SP,178,25
Santo André,3547809.0,2021-05-13,202119,721368.0,718773.0,False,False,50946,7062.41475,2021-05-13,0.0437,2225,SP,228,24
Santo André,3547809.0,2021-05-14,202119,721368.0,718773.0,False,False,51101,7083.9017,2021-05-14,0.0438,2238,SP,155,13
Santo André,3547809.0,2021-05-15,202119,721368.0,718773.0,False,False,51248,7104.27965,2021-05-15,0.044,2257,SP,147,19
Santo André,3547809.0,2021-05-16,202120,721368.0,718773.0,False,True,51248,7104.27965,2021-05-15,0.044,2257,SP,0,0
Santo André,3547809.0,2021-05-17,202120,721368.0,718773.0,False,False,51376,7122.0237099999995,2021-05-17,0.0444,2282,SP,128,25
Santo André,3547809.0,2021-05-18,202120,721368.0,718773.0,False,False,51510,7140.5995299999995,2021-05-18,0.0448,2306,SP,134,24
Santo André,3547809.0,2021-05-19,202120,721368.0,718773.0,False,False,51682,7164.443109999999,2021-05-19,0.0449,2320,SP,172,14
Santo André,3547809.0,2021-05-20,202120,721368.0,718773.0,False,False,51897,7194.2476,2021-05-20,0.0451,2338,SP,215,18
Santo André,3547809.0,2021-05-21,202120,721368.0,718773.0,False,False,52146,7228.76535,2021-05-21,0.045,2346,SP,249,8
Santo André,3547809.0,2021-05-22,202120,721368.0,718773.0,False,False,52355,7257.73808,2021-05-22,0.0452,2366,SP,209,20
Santo André,3547809.0,2021-05-23,202121,721368.0,718773.0,False,False,52457,7271.87788,2021-05-23,0.0451,2366,SP,102,0
Santo André,3547809.0,2021-05-24,202121,721368.0,718773.0,False,False,52516,7280.05678,2021-05-24,0.0451,2366,SP,59,0
Santo André,3547809.0,2021-05-25,202121,721368.0,718773.0,False,False,52663,7300.43473,2021-05-25,0.0454,2389,SP,147,23
Santo André,3547809.0,2021-05-26,202121,721368.0,718773.0,False,False,52865,7328.43708,2021-05-26,0.0459,2425,SP,202,36
Santo André,3547809.0,2021-05-27,202121,721368.0,718773.0,False,False,53042,7352.973790000001,2021-05-27,0.0461,2445,SP,177,20
Santo André,3547809.0,2021-05-28,202121,721368.0,718773.0,False,False,53060,7355.46905,2021-05-28,0.0466,2473,SP,18,28
Santo André,3547809.0,2021-05-29,202121,721368.0,718773.0,False,False,53197,7374.46075,2021-05-29,0.0471,2507,SP,137,34
Santo André,3547809.0,2021-05-30,202122,721368.0,718773.0,False,False,53327,7392.482059999999,2021-05-30,0.047,2507,SP,130,0
Santo André,3547809.0,2021-05-31,202122,721368.0,718773.0,False,False,53395,7401.9086,2021-05-31,0.047,2507,SP,68,0
Santo André,3547809.0,2021-06-01,202122,721368.0,718773.0,False,True,53395,7401.9086,2021-05-31,0.047,2507,SP,0,0
Santo André,3547809.0,2021-06-02,202122,721368.0,718773.0,False,False,53808,7459.16093,2021-06-02,0.0476,2562,SP,413,55
Santo André,3547809.0,2021-06-03,202122,721368.0,718773.0,False,False,53993,7484.80665,2021-06-03,0.0475,2565,SP,185,3
Santo André,3547809.0,2021-06-04,202122,721368.0,718773.0,False,False,54034,7490.490290000001,2021-06-04,0.0475,2565,SP,41,0
Santo André,3547809.0,2021-06-05,202122,721368.0,718773.0,False,False,54189,7511.97724,2021-06-05,0.0474,2571,SP,155,6
Santo André,3547809.0,2021-06-06,202123,721368.0,718773.0,False,False,54306,7528.19643,2021-06-06,0.0474,2575,SP,117,4
Santo André,3547809.0,2021-06-07,202123,721368.0,718773.0,False,False,54365,7536.37533,2021-06-07,0.0474,2575,SP,59,0
Santo André,3547809.0,2021-06-08,202123,721368.0,718773.0,False,False,54426,7544.8314900000005,2021-06-08,0.0474,2578,SP,61,3
Santo André,3547809.0,2021-06-09,202123,721368.0,718773.0,False,False,54470,7550.931009999999,2021-06-09,0.0474,2583,SP,44,5
Santo André,3547809.0,2021-06-10,202123,721368.0,718773.0,False,False,54669,7578.5174799999995,2021-06-10,0.0475,2598,SP,199,15
Santo André,3547809.0,2021-06-11,202123,721368.0,718773.0,False,False,54951,7617.60987,2021-06-11,0.0476,2614,SP,282,16
Santo André,3547809.0,2021-06-12,202123,721368.0,718773.0,False,False,55154,7645.75085,2021-06-12,0.0476,2625,SP,203,11
Santo André,3547809.0,2021-06-13,202124,721368.0,718773.0,False,False,55217,7654.484259999999,2021-06-13,0.0475,2625,SP,63,0
Santo André,3547809.0,2021-06-14,202124,721368.0,718773.0,False,True,55217,7654.484259999999,2021-06-13,0.0475,2625,SP,0,0
Santo André,3547809.0,2021-06-15,202124,721368.0,718773.0,False,False,55516,7695.933279999999,2021-06-15,0.0474,2634,SP,299,9
Santo André,3547809.0,2021-06-16,202124,721368.0,718773.0,False,False,55797,7734.88705,2021-06-16,0.0476,2657,SP,281,23
Santo André,3547809.0,2021-06-17,202124,721368.0,718773.0,False,True,55797,7734.88705,2021-06-16,0.0476,2657,SP,0,0
Santo André,3547809.0,2021-06-18,202124,721368.0,718773.0,False,False,56280,7801.843159999999,2021-06-18,0.0476,2679,SP,483,22
Santo André,3547809.0,2021-06-19,202124,721368.0,718773.0,False,False,56438,7823.74599,2021-06-19,0.0476,2688,SP,158,9
Santo André,3547809.0,2021-06-20,202125,721368.0,718773.0,False,False,56488,7830.67727,2021-06-20,0.0477,2697,SP,50,9
Santo André,3547809.0,2021-06-21,202125,721368.0,718773.0,False,False,56535,7837.19267,2021-06-21,0.0477,2697,SP,47,0
Santo André,3547809.0,2021-06-22,202125,721368.0,718773.0,False,False,56718,7862.56113,2021-06-22,0.0476,2701,SP,183,4
Santo André,3547809.0,2021-06-23,202125,721368.0,718773.0,False,False,56975,7898.18789,2021-06-23,0.0478,2721,SP,257,20
Santo André,3547809.0,2021-06-24,202125,721368.0,718773.0,False,False,57186,7927.437870000001,2021-06-24,0.0478,2731,SP,211,10
Santo André,3547809.0,2021-06-25,202125,721368.0,718773.0,False,False,57517,7973.322909999999,2021-06-25,0.0476,2739,SP,331,8
Santo André,3547809.0,2021-06-26,202125,721368.0,718773.0,False,False,57718,8001.18663,2021-06-26,0.0475,2744,SP,201,5
Santo André,3547809.0,2021-06-27,202126,721368.0,718773.0,True,False,57811,8014.078809999999,2021-06-27,0.0476,2750,SP,93,6
Santo André,3547809.0,2021-06-28,202126,721368.0,718773.0,False,True,57811,8014.078809999999,2021-06-27,0.0476,2750,SP,0,0
